bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
14007,Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey/Larry Dixon,3.98,886779162,9.78E+12,eng,450,8045,98,11/1/2000,DAW
14008,Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,3.92,1416521100,9.78E+12,en-US,384,922,20,1/30/2007,Baen
14009,Owlflight (Owl Mage Trilogy  #1),Mercedes Lackey/Larry Dixon,3.98,886778042,9.78E+12,eng,342,9217,168,10/1/1998,DAW
14012,Children of the Night (Diana Tregarde  #2),Mercedes Lackey,3.94,765313189,9.78E+12,en-US,320,4349,103,8/1/2005,St. Martins Press-3PL
14013,Winter Moon (Walker Papers  #1.5),Mercedes Lackey/Tanith Lee/C.E. Murphy,3.78,373802390,9.78E+12,eng,393,2668,148,10/25/2005,Luna Books
14014,Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,4.19,886774004,9.78E+12,eng,319,19520,330,1/5/1988,Daw Books
14016,Difficult Conversations: How to Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,4.09,014027782X,9.78E+12,en-US,250,61,9,5/25/2000,Penguin
14026,The Scarlet Gang of Asakusa,Yasunari Kawabata/Alisa Freedman,3.36,520241827,9.78E+12,eng,181,360,34,4/18/2005,University of California Press
14029,Beauty and Sadness,Yasunari Kawabata/Howard Hibbett,3.85,679761055,9.78E+12,eng,206,4933,313,1/30/1996,Vintage
14030,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata/J. Martin Holman,3.78,1887178945,9.78E+12,eng,176,1385,75,8/29/1998,Counterpoint
14031,Palm-of-the-Hand Stories,Yasunari Kawabata/Lane Dunlop/J. Martin Holman,3.99,374530491,9.78E+12,eng,288,1777,129,11/14/2006,Farrar  Straus and Giroux
14032,House of the Sleeping Beauties and Other Stories,Yasunari Kawabata/Edward G. Seidensticker/Yukio Mishima,3.67,4770029756,9.78E+12,eng,148,3581,224,2/6/2004,Kodansha International
14033,First Snow on Fuji,Yasunari Kawabata/Michael Emmerich,3.85,1582431051,9.78E+12,eng,227,601,42,10/12/1999,Counterpoint
14043,Romanee Conti: The World's Most Fabled Wine,Richard Olney,3.75,847819272,9.78E+12,eng,208,20,1,9/15/1995,Rizzoli International Publications
14045,As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,Lady Sarashina/Ivan Morris,3.82,140442820,9.78E+12,eng,148,527,54,1/30/1975,Penguin Classics
14046,The Time Traveler's Wife,Audrey Niffenegger,3.97,1596921536,9.78E+12,eng,518,1005,253,10/1/2005,MacAdam/Cage
14049,The Part-Time Wife (The Secret Lives of Society Wives  #6),Maureen Child,3.6,373767552,9.78E+12,eng,179,120,12,10/1/2006,Harlequin Books
14051,Part-Time Wife (Hometown Heartbreakers  #4),Susan   Mallery,3.97,373240279,9.78E+12,eng,256,574,22,3/25/1996,Silhouette Special Edition
14054,The Little Friend,Donna Tartt,3.46,747573646,9.78E+12,eng,555,808,112,6/1/2007,Bloomsbury
14055,The Little Friend,Donna Tartt,3.46,747562113,9.78E+12,eng,559,220,25,10/28/2002,Bloomsbury
14056,The Littles and Their Amazing New Friend,John Lawrence Peterson,3.87,590876120,9.78E+12,eng,112,190,16,3/1/1999,Scholastic Paperbacks
14060,Little House Friends (Little House Chapter Books: Laura  #9),Laura Ingalls Wilder/Renée Graef,4.04,64420809,9.78E+12,eng,80,73,2,9/5/1998,HarperCollins
14063,The Legend of the Poinsettia,Tomie dePaola,4.19,698115678,9.78E+12,eng,32,2401,115,10/6/1997,Puffin Books
14064,I Am Legend,Richard Matheson,4.07,1857988094,9.78E+12,eng,160,55751,3104,1/21/1999,Millenium
14069,Throne of Jade (Temeraire  #2),Naomi Novik,3.89,345481291,9.78E+12,eng,398,30029,1818,4/25/2006,Del Rey Books
14072,Thrones  Dominations,Dorothy L. Sayers/Jill Paton Walsh,3.89,312968302,9.78E+12,en-US,322,165,24,3/15/1999,St. Martin's Paperbacks
14075,A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,Paul Belien,4.14,1845400658,9.78E+12,eng,384,14,3,2/1/2006,Imprint Academic
14081,Utena: Revolutionary Girl 01,Chiho Saito,3.83,3551768617,9.78E+12,ger,192,14,0,2/1/2003,Carlsen
14082,Malgudi Days,R.K. Narayan/Jhumpa Lahiri,4.21,143039652,9.78E+12,eng,264,13518,473,11/2/2006,Penguin Classics
14084,The Magic Barrel,Bernard Malamud/Jhumpa Lahiri,3.99,374525862,9.78E+12,en-US,240,1958,95,7/7/2003,Farrar  Straus and Giroux
14088,O Xará,Jhumpa Lahiri,3.99,8535905324,9.79E+12,por,336,152,9,8/30/2004,Companhia das Letras
14089,Prétear  Vol. 4 (Prétear  #4),Junichi Satō/Kaori Naruse,3.96,1413901476,9.78E+12,eng,180,294,14,1/18/2005,ADV Manga
14091,Prétear  Vol. 3 (Prétear  #3),Junichi Satō/Kaori Naruse,3.95,1413901468,7.03E+11,eng,172,326,10,10/12/2004,ADV Manga
14092,Prétear  Vol. 2 (Prétear  #2),Junichi Satō/Kaori Naruse,4,141390145X,9.78E+12,eng,182,347,17,8/24/2004,ADV Manga
14093,Zinn & the Art of Road Bike Maintenance,Lennard Zinn/Todd Telander,4.29,1931382697,9.78E+12,eng,356,282,24,10/25/2005,VeloPress
14095,A Power Governments Cannot Suppress,Howard Zinn,4.27,872864758,9.78E+12,eng,293,873,78,12/1/2006,City Lights Publishers
14096,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,4.12,1401307787,9.78E+12,eng,304,30333,1293,1/5/2005,Hachette Books
14098,Mindfulness for Beginners,Jon Kabat-Zinn,3.82,1591794641,9.78E+12,eng,3,2913,245,7/1/2006,Sounds True
14106,Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,3.78,143036831,9.78E+12,eng,199,774,157,3/28/2006,Penguin Books
14107,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,3.78,553409689,9.78E+12,eng,192,17,1,6/1/2000,Transworld Publishers
14115,Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,3.79,1421503549,9.78E+12,eng,208,335,11,8/1/2006,VIZ Media LLC
14117,Beauty and the Beast,Max Eilenberg/Angela Barrett,4.37,763631604,9.78E+12,eng,64,3682,133,11/14/2006,Candlewick Press
14118,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric González,4.41,736421971,9.78E+12,eng,24,28824,132,5/11/2004,Golden/Disney
14131,Mao II,Don DeLillo/Marianne Véron,3.68,2742735402,9.78E+12,fre,278,10,1,10/27/2001,Babel
14137,White Noise: Text and Criticism,Don DeLillo/Mark Osteen,3.87,140274987,9.78E+12,eng,538,747,75,12/1/1998,Penguin Books
14142,The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,4.04,61129739,9.78E+12,eng,192,38148,1310,8/6/2019,Harper Perennial Modern Classics
14143,The Art of Loving,Eiki Eiki/Sashiko Sato/Bambi Eloriaga,3.51,1569709084,9.78E+12,en-US,184,172,13,4/5/2006,Digital Manga Publishing
14168,Inattentional Blindness,Arien Mack/Irvin Rock,4.2,262632039,9.78E+12,en-US,287,10,3,7/24/2000,Bradford Book
14169,Touching the Rock: An Experience of Blindness,John M. Hull/Oliver Sacks,3.98,067973547X,9.78E+12,eng,248,141,24,6/2/1992,Vintage
14173,Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,Paul De Man/Wlad Godzich,4.12,816611351,9.78E+12,eng,342,180,9,10/3/1983,University of Minnesota Press
14176,Yiddish with Dick and Jane,Ellis Weiner/Barbara Davilman/Gabi Payn,3.92,316159727,9.78E+12,en-US,112,373,67,9/13/2004,Little  Brown and Company
14177,A Treasury of Dick and Jane and Friends (Dick and Jane),Pearson Scott Foresman/William S. Gray,4.13,448433400,9.78E+12,en-US,200,371,43,9/15/2003,Grosset & Dunlap
14179,The Complete Dick Tracy Volume 1: 1931-1933,Chester Gould/Ashley Wood/Max Allan Collins,4.02,1600100368,9.78E+12,eng,352,168,17,1/3/2012,Library of American Comics
14181,Do Androids Dream Of Electric Sheep?,Philip K. Dick,4.08,752864300,9.78E+12,en-US,224,267,28,3/24/2005,Orion Paperbacks
14182,Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,Philip K. Dick/Jonathan Lethem,4.38,1598530097,9.78E+12,eng,830,1970,206,5/10/2007,Library of America
14183,The Philip K. Dick Reader,Philip K. Dick,4.28,806518561,9.78E+12,eng,422,2760,158,4/1/2001,Citadel
14184,The Shifting Realities of Philip K. Dick,Philip K. Dick/Lawrence Sutin,4.09,679747877,9.78E+12,en-US,384,903,40,1/30/1996,Vintage
14186,The Collected Stories of Philip K. Dick 3: Second Variety,Philip K. Dick/John Brunner,4.26,806512261,9.78E+12,eng,414,3135,75,4/1/2002,Citadel
14188,The Minority Report (Collected Stories of Philip K. Dick),Philip K. Dick,4.19,806521686,9.78E+12,eng,396,20,0,1/1/2000,Citadel Press
14194,A Man's Protection,Jayne Castle/Jayne Ann Krentz,3.88,440151880,9.78E+12,eng,186,275,6,12/31/1982,Dell Publishing Company
14196,Jonathan Strange y el señor Norrell,Susanna Clarke/Ana María de la Fuente,3.82,8478889736,9.79E+12,spa,795,200,38,9/1/2005,Salamandra
14214,Hunger,Lan Samantha Chang,3.92,140288481,9.78E+12,eng,192,797,72,1/1/2000,Penguin Books
14227,The Diezmo,Rick Bass,3.46,618710507,9.78E+12,eng,224,11,1,6/15/2006,Mariner Books
14228,Colter: The True Story of the Best Dog I Ever Had,Rick Bass,3.88,618127364,9.78E+12,eng,208,463,65,6/1/2001,Mariner Books
14230,The Hermit's Story,Rick Bass,4.12,618380442,9.78E+12,eng,192,437,45,9/18/2003,Mariner Books
14235,The Great Gatsby,F. Scott Fitzgerald,3.91,891906797,9.78E+12,eng,182,149,7,9/1/1925,Amereon Ltd
14236,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3.69,1843540703,9.78E+12,eng,449,3261,384,3/15/2003,Atlantic Books
14240,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,60750766,9.78E+12,eng,560,130,5,2/20/2004,Harper
14241,The Liars' Club,Mary Karr,3.93,143035746,9.78E+12,eng,320,52578,2464,5/31/2005,Penguin Books
14242,The Pretender (Liar's Club  #1),Celeste Bradley,3.98,312984855,9.78E+12,en-GB,358,2241,106,6/16/2003,St. Martin's Paperbacks
14243,The Impostor (Liar's Club  #2),Celeste Bradley,3.91,312984863,9.78E+12,eng,369,1356,69,10/19/2003,St. Martin's Paperbacks
14248,Small Wonder,Barbara Kingsolver,4.01,60504080,9.78E+12,eng,264,8965,623,4/15/2003,Harper Perennial
14249,Prodigal Summer,Barbara Kingsolver,4,60959037,9.78E+12,eng,444,88241,5652,10/16/2001,Harper Perennial
14257,English Passengers,Matthew Kneale,4.06,038549744X,9.78E+12,eng,446,4863,409,1/16/2001,Anchor
14258,English Passengers,Matthew Kneale,4.06,140285210,9.78E+12,en-GB,462,537,65,4/26/2001,Penguin
14263,Independent People,Halldór Laxness/James Anderson Thompson,4.17,1860467768,9.78E+12,en-GB,544,80,11,9/28/2001,Harvill Press
14264,World Light,Halldór Laxness/Magnus Magnusson,4.14,375727574,9.78E+12,eng,624,551,52,10/8/2002,Vintage
14265,Under the Glacier,Halldór Laxness/Magnus Magnusson,3.59,1400034418,9.78E+12,eng,240,1577,181,3/8/2005,Vintage
14266,Paradise Reclaimed,Halldór Laxness/Magnus Magnusson/Jane Smiley,3.77,375727582,9.78E+12,eng,304,447,33,4/2/2002,Vintage
14267,Iceland's Bell,Halldór Laxness/Philip Roughton/Adam Haslett,3.89,1400034256,9.78E+12,eng,425,1262,90,10/14/2003,Vintage
14268,The Atom Station,Halldór Laxness/Magnus Magnusson,3.55,99455153,9.78E+12,en-GB,192,592,52,3/4/2004,Vintage Classics
14271,Island: Collected Stories,Alistair MacLeod,4.19,99422328,9.78E+12,eng,448,837,102,9/5/2002,Vintage
14279,Carried Away: A Personal Selection of Stories,Alice Munro/Margaret Atwood,4.15,307264866,9.78E+12,eng,608,620,83,9/26/2006,Everyman's Library
14281,Selected Stories,Alice Munro,4.28,067976674X,9.78E+12,eng,688,5749,285,11/11/1997,Vintage
14282,Runaway,Alice Munro,3.98,140004281X,9.78E+12,eng,335,633,115,10/28/2004,Alfred A. Knopf
14283,Something I've Been Meaning to Tell You: 13 Stories,Alice Munro,4.1,375707484,9.78E+12,eng,246,2386,178,10/12/2004,Vintage
14284,The Beggar Maid: Stories of Flo and Rose,Alice Munro/Susanna Basso,3.93,679732713,9.78E+12,eng,210,2814,258,5/7/1991,Vintage
14285,Lives of Girls and Women,Alice Munro,3.99,375707492,9.78E+12,eng,277,8461,553,2/13/2001,Vintage
14286,Open Secrets,Alice Munro,4.07,679755624,9.78E+12,eng,304,4038,297,11/7/1995,Vintage
14289,Coin Locker Babies,Ryū Murakami/Stephen Snyder,3.68,4770028962,9.78E+12,eng,393,6440,298,8/9/2002,Kodansha
14295,Pastoralia,George Saunders,4.11,747553866,9.78E+12,eng,188,13431,931,9/8/2001,Bloomsbury Publishing
14300,Good Faith,Jane Smiley,3.26,385721056,9.78E+12,eng,432,1837,245,5/11/2004,Anchor Books
14305,The Greenlanders,Jane Smiley,3.9,1400095468,9.78E+12,eng,608,2013,311,9/13/2005,Anchor
14310,The Autograph Man,Zadie Smith,3.16,140276343,9.78E+12,eng,420,535,66,5/22/2003,Penguin Books Ltd
14312,El cazador de autógrafos,Zadie Smith,3.16,8478888462,9.79E+12,spa,379,11,1,12/30/2003,Salamandra
14313,Anna Karenina,Leo Tolstoy/Constance Garnett,4.05,809596814,9.78E+12,eng,740,28,7,1/1/2004,Wildside Press
14318,Chronicles: Volume One,Bob Dylan,3.98,743244583,9.78E+12,eng,320,42014,1304,9/13/2005,Simon  Schuster
14319,The Essential Interviews,Bob Dylan/Jonathan Cott,4.11,1932958096,9.78E+12,eng,447,1097,47,5/17/2006,Wenner Books
14320,The Bob Dylan Encyclopedia,Michael Gray,4.27,826469337,9.78E+12,eng,800,289,8,9/21/2006,Bloomsbury Academic
14326,Going Native,Stephen Wright,3.58,140007942X,9.78E+12,eng,320,593,62,4/12/2005,Vintage
14336,Stranger In A Strange Land,Robert A. Heinlein,3.92,340837950,9.78E+12,eng,672,561,48,3/14/2005,Hodder & Stoughton
14345,Rain of Gold,Victor Villaseñor,4.48,038531177X,9.78E+12,eng,576,5880,618,9/1/1992,Delta
14349,The Pearl/The Red Pony,John Steinbeck,3.64,140042326,9.78E+12,eng,181,1469,39,9/30/1976,Penguin Books
14350,A Midsummer Night's Dream,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald,3.94,140714553,9.78E+12,eng,144,1002,57,8/1/2000,Penguin Classics
14358,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,4.15,440910811,9.78E+12,eng,332,16755,620,9/1/1995,Bantam Doubleday Dell Publishing Group
14362,Bless Me  Ultima,Rudolfo Anaya,3.77,446675369,9.78E+12,en-US,290,22435,1912,4/1/1999,Grand Central Publishing
14367,Island of the Blue Dolphins,Scott O'Dell/Tantoo Cardinal,3.83,307243168,9.78E+12,en-US,4,205,49,5/10/2005,Listening Library (Audio)
14375,A Reading Guide to Island of the Blue Dolphins,Patricia McHugh,3.89,439463696,9.78E+12,eng,64,4,0,7/1/2003,Scholastic Reference
14376,Einstein's Dreams,Alan Lightman,4.07,140007780X,9.78E+12,eng,144,25551,2576,11/9/2004,Vintage
14378,Sweet Dreams  Mimi (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,3.13,786851155,9.78E+12,eng,16,37,3,4/1/2004,Disney Press
14384,A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole,4.19,1416509879,9.78E+12,eng,356,57010,2634,4/1/2006,Pocket Star
14385,The Price of Pleasure (Sutherland Brothers  #2),Kresley Cole,4,743466500,9.78E+12,en-US,353,118,5,7/1/2004,Pocket Books
14386,If You Dare (MacCarrick Brothers  #1),Kresley Cole,4,1416503595,9.78E+12,eng,349,10615,450,5/1/2005,Pocket Books
14389,Organic Church: Growing Faith Where Life Happens,Neil Cole/Leonard Sweet,3.88,078798129X,9.78E+12,en-US,237,847,68,9/8/2005,Jossey-Bass
14393,Chekhov's Doctors: A Collection of Chekhov's Medical Tales (Literature & Medicine 5),Anton Chekhov/Jack Coulehan/Robert Coles,4.04,873387805,9.78E+12,en-GB,228,51,3,9/28/2003,Kent State University Press (OH)
14403,The Story of Ruby Bridges,Robert Coles/George Ford,4.43,439598443,9.78E+12,eng,32,11403,605,6/1/2004,Scholastic Paperbacks
14406,The Complete Lyrics of Cole Porter,Cole Porter/Robert Kimball/John Updike,4.53,306804832,9.78E+12,en-US,544,32,2,8/21/1992,Da Capo Press
14414,Barron's Book Notes: Lord of the Flies,Michael Spring/William Golding,3.67,812034260,9.78E+12,eng,120,6,0,10/1/1984,Barron's Educational Series
14427,The spire  William Golding : notes,Steve Eddy,3.6,1405835648,9.78E+12,eng,135,594,35,10/1/2006,York Press
14428,The Inheritors,William Golding,3.52,156443791,9.78E+12,en-US,240,2826,266,9/25/1963,Mariner Books
14430,The Pyramid,William Golding,3.33,571192521,9.78E+12,eng,217,527,20,7/22/1997,Faber  Faber
14455,President Nixon: Alone in the White House,Richard Reeves,3.96,743227190,9.78E+12,en-US,704,391,23,10/10/2002,Simon  Schuster
14456,Awakenings,Oliver Sacks,4.1,375704051,9.78E+12,eng,464,8982,333,10/5/1999,Vintage
14460,Kitty Goes to Washington (Kitty Norville  #2),Carrie Vaughn,3.87,446616427,9.78E+12,eng,342,18327,665,7/1/2006,Grand Central Publishing
14461,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,3.66,446616419,9.78E+12,eng,259,27510,1541,11/1/2005,Grand Central Publishing
14462,Not Since Carrie: Forty Years of Broadway Musical Flops,Ken Mandelbaum,4.09,312082738,9.78E+12,eng,384,362,38,8/15/1992,St. Martin's Griffin
14463,Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,3.91,446618748,9.78E+12,eng,303,16168,505,4/1/2007,Grand Central Publishing
14467,The Best Short Stories of O. Henry,O. Henry/Bennett Cerf/Van H. Cartmell,4.26,679601228,9.78E+12,eng,368,3551,133,1/16/2000,Modern Library
14472,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,4.43,60542381,9.78E+12,eng,96,257,12,12/26/2012,Greenwillow Books
14473,Merry Christmas  Amelia Bedelia,Peggy Parish/Lynn Sweat,4.29,60099453,9.78E+12,eng,64,2508,63,10/1/2002,Greenwillow Books
14475,Amelia Bedelia Goes Camping,Peggy Parish/Lynn Sweat,4.13,60511060,9.78E+12,eng,64,2082,76,4/15/2003,Greenwillow Books
14476,Amelia Bedelia and the Baby (Amelia Bedelia),Peggy Parish/Lynn Sweat,4.17,606300945,9.78E+12,eng,64,3,0,3/1/2004,Turtleback Books Distributed by Demco Media
14477,Teach Us  Amelia Bedelia,Peggy Parish/Lynn Sweat,4.21,60511141,9.78E+12,eng,64,3134,98,6/29/2004,Greenwillow Books
14479,Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,4.25,60511117,9.78E+12,eng,64,7764,67,1/18/2005,Greenwillow Books
14485,Directing the Documentary,Michael Rabiger,4.23,240806085,9.78E+12,en-US,648,183,24,3/30/2004,Focal Press
14487,Introduction to Documentary,Bill Nichols,3.79,253214696,9.78E+12,en-US,248,204,5,11/12/2001,Indiana University Press
14490,$30 Film School: How to Write  Direct  Produce  Shoot  Edit  Distribute  Tour With  and Sell Your Own No-Budget Digital Movie,Michael W. Dean,3.49,1592000673,9.78E+12,eng,528,30,4,5/13/2003,Cengage Learning
14491,Salonica  City of Ghosts: Christians  Muslims and Jews  1430-1950,Mark Mazower,4.27,375727388,9.78E+12,eng,544,755,73,5/9/2006,Vintage
14492,Farewell to Salonica: City at the Crossroads,Leon Sciaky/Peter Sciaky,4.13,1589880021,9.78E+12,eng,299,63,3,6/1/2003,Paul Dry Books
14495,The Mind Parasites,Colin Wilson,3.77,974935999,9.78E+12,en-GB,240,927,90,10/1/2005,Monkfish Book Publishing
14497,Neverwhere (London Below  #1),Neil Gaiman,4.17,60557818,9.78E+12,eng,370,345122,15199,9/2/2003,William Morrow Paperbacks
14498,Neil Gaiman's Neverwhere,Mike Carey/Glenn Fabry/Neil Gaiman,4.24,1401210074,9.78E+12,eng,224,33858,569,2/14/2007,Vertigo
14503,Neverwhere,Neil Gaiman,4.17,2290303348,9.78E+12,fre,350,105,10,5/17/2001,J'AI LU
14504,Marjorie Morningstar,Herman Wouk,3.98,316955132,9.78E+12,eng,565,6609,582,6/15/1992,Back Bay Books
14535,El Perfume: Historia De Un Asesino,Patrick Süskind,4.02,8432216887,9.79E+12,spa,312,17,1,2/19/2018,Planeta Publishing
14542,The Perfume of the Lady in Black,Gaston Leroux/Margaret Jull Costa/Terry Hale,3.53,1873982984,9.78E+12,eng,252,71,14,2/25/2015,Dedalus Limited
14551,The Perfume Factory,Alex Austin,4.18,1790877792,9.78E+12,eng,227,9,2,12/12/2018,Kindle
14560,Psyche in a Dress,Francesca Lia Block,3.84,60763728,9.78E+12,eng,116,2449,217,9/1/2006,Joanna Cotler Books
14566,Echo,Francesca Lia Block,3.87,64407446,9.78E+12,eng,215,4894,235,8/6/2001,HarperTeen
14567,Ecstasia,Francesca Lia Block,3.9,142400378,9.78E+12,eng,196,1543,51,1/19/2004,Firebird
14570,Eight Cousins (Eight Cousins  #1),Louisa May Alcott,4.01,486455599,9.78E+12,eng,224,31532,767,2/27/2007,Dover Publications
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh/Arnold Kotler/Dalai Lama XIV,4.33,553351397,9.78E+12,eng,160,25071,1156,3/1/1992,Bantam
14583,Night Beat: A Shadow History of Rock & Roll,Mikal Gilmore,3.74,385484364,9.78E+12,en-US,496,67,8,2/1/1999,Knopf Publishing Group
14591,The History of Rock and Roll (World History),Adam Woog,4,1560064986,9.78E+12,eng,112,5,0,3/28/1999,Lucent Books
14595,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,4.16,802142648,9.78E+12,eng,452,25094,937,4/13/2006,Grove Press
14604,The Day the Country Died: A History of Anarcho-Punk  1980-1984,Ian Glasper,3.99,1901447707,9.78E+12,eng,375,206,16,3/1/2007,Cherry Red Books
14605,Edie: Girl on Fire,David Weisman/Melissa Painter,4.22,811855260,9.78E+12,eng,192,727,19,11/2/2006,Chronicle Books
14606,Edie,Jean Stein/George Plimpton,4.14,802134106,9.78E+12,eng,564,4639,227,10/14/1994,Grove Press
14616,The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,James Fenimore Cooper/Blake Nevius,3.88,940450208,9.78E+12,eng,1347,348,24,7/1/1985,Library of America
14640,The Catcher in the Rye: Annotations and Study Aids,J.D. Salinger/Rudolph F. Rau,3.8,3125738083,9.78E+12,eng,80,78,1,12/1/1999,Klett
14641,Der Fänger im Roggen,J.D. Salinger/Eike Schönfeld,3.8,3462032186,9.78E+12,ger,270,33,6,2/20/2003,Kiepenheuer & Witsch
14644,A House Divided (House of Earth  #3),Pearl S. Buck,3.89,1559210346,9.78E+12,eng,348,2849,177,1/1/2006,Moyer Bell and its subsidiaries
14647,Sons (House of Earth  #2),Pearl S. Buck,3.84,1559210397,9.78E+12,eng,320,3387,242,1/1/2005,Moyer Bell and its subsidiaries
14648,East Wind: West Wind,Pearl S. Buck,4,1559210869,9.78E+12,eng,288,3238,180,4/5/1995,Moyer Bell and its subsidiaries
14656,Encyclopedia Brown Solves Them All (Encyclopedia Brown  #5),Donald J. Sobol/Leonard W. Shortall,4.01,553480804,9.78E+12,eng,96,2602,49,12/1/1992,Yearling
14657,Encyclopedia Brown and the Case of the Slippery Salamander (Encyclopedia Brown  #22),Donald J. Sobol/Warren Chang,4.08,553485210,9.78E+12,en-US,96,403,6,8/8/2003,Yearling
14658,Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),Donald J. Sobol/Gail Owens,4.03,553156500,9.78E+12,eng,96,637,19,1/1/1989,Yearling
14659,Encyclopedia Brown and the Case of the Sleeping Dog (Encyclopedia Brown  #21),Donald J. Sobol/Warren Chang,4.04,553485172,9.78E+12,en-US,80,512,13,9/7/1999,Yearling Books
14663,When Red Is Black (Inspector Chen Cao #3),Qiu Xiaolong,3.77,156947396X,9.78E+12,eng,310,1141,120,8/1/2005,Soho Crime
14664,The Red and the Black,Stendhal/Burton Raffel/Diane Johnson,3.88,812972074,9.78E+12,eng,560,327,35,5/11/2004,Modern Library
14666,Red and Black,Stendhal/Robert M. Adams,3.88,393098214,9.78E+12,eng,572,53,4,3/1/1969,W. W. Norton & Company
14670,Black on Red: My 44 Years Inside the Soviet Union: An Autobiography,Robert Robinson/Jonathan Slevin,4.33,874918855,9.78E+12,eng,436,80,14,12/31/1988,Acropolis Books (NY)
14673,Thinking Visually (Basics Illustration  #1),Mark Wigan,3.62,2940373159,9.78E+12,eng,184,51,5,12/20/2006,AVA Publishing
14679,Love,Stendhal/Gilbert Sale/Suzanne Sale/B.C.J.G. Knight/Jean Stewart,3.71,014044307X,9.78E+12,eng,336,1083,51,8/28/1975,Penguin Classics
14680,The Charterhouse of Parma,Stendhal/Richard Howard/Robert Andrew Parker,3.82,679783180,9.78E+12,eng,532,10856,248,9/12/2000,Modern Library
14684,The Charterhouse of Parma,Stendhal/Roger Pearson/Margaret Mauldon,3.82,192839578,9.78E+12,eng,560,51,8,12/9/1999,Oxford University Press
14686,The King of Elfland's Daughter,Lord Dunsany/Neil Gaiman,3.84,034543191X,9.78E+12,eng,240,4918,427,7/6/1999,Del Rey
14688,In the Land of Time: And Other Fantasy Tales,Lord Dunsany/S.T. Joshi,4.12,014243776X,9.78E+12,eng,432,605,40,2/24/2004,Penguin Classics
14691,Fifty-One Tales,Lord Dunsany/John Gregory Betancourt/Lin Carter,3.79,1587150794,9.78E+12,eng,108,357,50,4/1/2002,Borgo Press
14693,The Sword of Welleran and Other Stories,Lord Dunsany/Sidney H. Sime,4.01,486442179,9.78E+12,eng,112,328,41,4/1/2005,Dover Publications
14698,On the Lines of Morris' Romances: Two Books That Inspired J. R. R. Tolkien-The Wood Beyond the World and the Well at the World's End,William Morris/Michale W. Perry,4.09,1587420244,9.78E+12,eng,288,11,1,12/23/2003,Inkling Books
14705,Faust  Part One,Johann Wolfgang von Goethe/David  Luke,3.93,192835955,9.78E+12,en-US,240,1783,67,10/22/1998,Oxford University Press  USA
14706,Faust  First Part,Johann Wolfgang von Goethe/Peter Salm,3.93,553213482,9.78E+12,eng,327,48213,675,7/1/1988,Bantam Classics
14707,Faust  Part Two,Johann Wolfgang von Goethe/David  Luke,3.73,192836366,9.78E+12,eng,304,3560,87,7/22/1999,Oxford University Press  USA
14712,Nathan the Wise  Minna von Barnhelm  and Other Plays and Writings,Gotthold Ephraim Lessing,3.7,826407072,9.78E+12,eng,370,88,3,12/1/1991,Bloomsbury Academic
14719,Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell/Rene Reid Yarnell/Richard  Poe,4.04,761512195,9.78E+12,eng,304,843,57,1/7/1998,Three Rivers Press
14721,The Wealth of Networks: How Social Production Transforms Markets and Freedom,Yochai Benkler,3.97,300110561,9.78E+12,eng,528,1568,47,5/16/2006,Yale University Press
